INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182070165,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,E5,687,,2018-09-01 02:34:00,2018,9,Saturday,2,Part Three,BELGRADE AVE,42.28623050,-71.13785361,"(42.28623050, -71.13785361)"
I182070164,00361,Robbery,ROBBERY - OTHER,, ,,2018-09-01 02:20:00,2018,9,Saturday,2,Part One,,42.36366522,-71.05838615,"(42.36366522, -71.05838615)"
I182070164,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,, ,,2018-09-01 02:20:00,2018,9,Saturday,2,Part Two,,42.36366522,-71.05838615,"(42.36366522, -71.05838615)"
I182070163,03114,Investigate Property,INVESTIGATE PROPERTY,B2,309,,2018-09-01 02:24:00,2018,9,Saturday,2,Part Three,MARTIN LUTHER KING JR BLV,42.31860134,-71.08405792,"(42.31860134, -71.08405792)"
I182070162,02403,Disorderly Conduct,DISTURBING THE PEACE,B3,441,,2018-09-01 02:22:00,2018,9,Saturday,2,Part Two,NIGHTINGALE ST,42.29474312,-71.08503786,"(42.29474312, -71.08503786)"
I182070161,00619,Larceny,LARCENY ALL OTHERS,D14,796,,2018-09-01 01:55:00,2018,9,Saturday,1,Part One,BRIGHTON AVE,42.35245899,-71.12805084,"(42.35245899, -71.12805084)"
I182070160,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14, ,,2018-09-01 02:24:00,2018,9,Saturday,2,Part Three,COMMONWEALTH AVE,42.35063798,-71.11265909,"(42.35063798, -71.11265909)"
I182070159,03114,Investigate Property,INVESTIGATE PROPERTY,C11,352,,2018-09-01 01:33:00,2018,9,Saturday,1,Part Three,GENEVA AVE,42.29979690,-71.06533457,"(42.29979690, -71.06533457)"
I182070157,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,378,,2018-09-01 00:06:00,2018,9,Saturday,0,Part Three,COFFEY ST,42.28888647,-71.04944044,"(42.28888647, -71.04944044)"
I182070156,03301,Verbal Disputes,VERBAL DISPUTE,C11,381,,2018-09-01 01:49:00,2018,9,Saturday,1,Part Three,HALLET ST,42.28520026,-71.04674098,"(42.28520026, -71.04674098)"
I182070155,02900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,A1,121,,2018-09-01 02:23:00,2018,9,Saturday,2,Part Two,STUART ST,42.35106637,-71.06549569,"(42.35106637, -71.06549569)"
I182070154,01402,Vandalism,VANDALISM,D4,138,,2018-09-01 00:51:00,2018,9,Saturday,0,Part Two,BOYLSTON ST,42.34932471,-71.08014801,"(42.34932471, -71.08014801)"
I182070153,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,E13,606,,2018-09-01 01:52:00,2018,9,Saturday,1,Part Three,S HUNTINGTON AVE,42.32955246,-71.11112429,"(42.32955246, -71.11112429)"
I182070153,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,606,,2018-09-01 01:52:00,2018,9,Saturday,1,Part Three,S HUNTINGTON AVE,42.32955246,-71.11112429,"(42.32955246, -71.11112429)"
I182070152,02662,Ballistics,BALLISTICS EVIDENCE/FOUND,B2,901,,2018-09-01 01:32:00,2018,9,Saturday,1,Part Two,TURQUOISE WAY,42.33426744,-71.09713457,"(42.33426744, -71.09713457)"
I182070151,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,752,,2018-09-01 01:26:00,2018,9,Saturday,1,Part Three,LAKE ST,42.34673050,-71.16186432,"(42.34673050, -71.16186432)"
I182070149,03115,Investigate Person,INVESTIGATE PERSON,E18,496,,2018-09-01 00:15:00,2018,9,Saturday,0,Part Three,HYDE PARK AVE,42.26701085,-71.12096171,"(42.26701085, -71.12096171)"
I182070148,01846,Drug Violation,DRUGS - POSS CLASS E,, ,,2018-09-01 00:40:00,2018,9,Saturday,0,Part Two,,42.32492305,-71.09825252,"(42.32492305, -71.09825252)"
I182070148,01849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",, ,,2018-09-01 00:40:00,2018,9,Saturday,0,Part Two,,42.32492305,-71.09825252,"(42.32492305, -71.09825252)"
I182070148,01841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,, ,,2018-09-01 00:40:00,2018,9,Saturday,0,Part Two,,42.32492305,-71.09825252,"(42.32492305, -71.09825252)"
I182070147,03410,Towed,TOWED MOTOR VEHICLE,B3,458,,2018-09-01 00:10:00,2018,9,Saturday,0,Part Three,WOLCOTT ST,42.30273607,-71.08248544,"(42.30273607, -71.08248544)"
I182070146,03001,Medical Assistance,DEATH INVESTIGATION,B2,605,,2018-09-01 00:21:00,2018,9,Saturday,0,Part Three,PARKER HILL AVE,42.33267994,-71.10957900,"(42.33267994, -71.10957900)"
I182070144,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,339,,2018-09-01 00:16:00,2018,9,Saturday,0,Part Three,GLOVER PL,42.30862267,-71.05993172,"(42.30862267, -71.05993172)"
I182070143,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,23,,2018-09-01 00:22:00,2018,9,Saturday,0,Part Two,PRINCETON ST,42.37766000,-71.03560198,"(42.37766000, -71.03560198)"
I182070143,02629,Harassment,HARASSMENT,A7,23,,2018-09-01 00:22:00,2018,9,Saturday,0,Part Two,PRINCETON ST,42.37766000,-71.03560198,"(42.37766000, -71.03560198)"
I182070142,00619,Larceny,LARCENY ALL OTHERS,A1,103,,2018-08-31 00:54:00,2018,8,Friday,0,Part One,SCHOOL ST,42.35754620,-71.05881953,"(42.35754620, -71.05881953)"
I182070141,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,597,,2018-08-31 20:30:00,2018,8,Friday,20,Part One,COLUMBUS AVE,42.33961848,-71.08285580,"(42.33961848, -71.08285580)"
I182070140,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,352,,2018-08-31 23:52:00,2018,8,Friday,23,Part One,ARCADIA ST,42.30170996,-71.06174506,"(42.30170996, -71.06174506)"
I182070139,03301,Verbal Disputes,VERBAL DISPUTE,E13,912,,2018-08-31 23:22:00,2018,8,Friday,23,Part Three,PARKER ST,42.32469443,-71.10087902,"(42.32469443, -71.10087902)"
I182070138,01402,Vandalism,VANDALISM,A15,900,,2018-08-31 22:39:00,2018,8,Friday,22,Part Two,COREY ST,42.37875920,-71.05598086,"(42.37875920, -71.05598086)"
I182070137,01402,Vandalism,VANDALISM,D14,796,,2018-08-31 23:20:00,2018,8,Friday,23,Part Two,FORDHAM RD,42.35154653,-71.12789558,"(42.35154653, -71.12789558)"
I182070136,03502,Missing Person Located,MISSING PERSON - LOCATED,B2,611,,2018-08-31 16:00:00,2018,8,Friday,16,Part Three,MISSION PARK DR,42.33407624,-71.10842653,"(42.33407624, -71.10842653)"
I182070135,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,624,,2018-08-31 23:16:00,2018,8,Friday,23,Part Two,LANSDOWNE ST,42.34717363,-71.09644390,"(42.34717363, -71.09644390)"
I182070134,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,, ,,2018-08-31 23:22:00,2018,8,Friday,23,Part Two,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
I182070134,02647,Other,THREATS TO DO BODILY HARM,, ,,2018-08-31 23:22:00,2018,8,Friday,23,Part Two,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
I182070132,03119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,B2,297,,2018-08-31 23:34:00,2018,8,Friday,23,Part Three,FENNO ST,42.32262111,-71.08431097,"(42.32262111, -71.08431097)"
I182070131,03301,Verbal Disputes,VERBAL DISPUTE,B2,320,,2018-08-31 23:18:00,2018,8,Friday,23,Part Three,GEORGIA ST,42.31068153,-71.08619442,"(42.31068153, -71.08619442)"
I182070130,03202,Property Found,PROPERTY - LOST THEN LOCATED,D4,172,,2018-08-31 21:50:00,2018,8,Friday,21,Part Three,MASSACHUSETTS AVE,42.33311189,-71.07276370,"(42.33311189, -71.07276370)"
I182070128,02629,Harassment,HARASSMENT,A7,22,,2018-08-31 23:06:38,2018,8,Friday,23,Part Two,HAVRE ST,42.37622688,-71.03439728,"(42.37622688, -71.03439728)"
I182070127,02905,Violations,VAL - OPERATING WITHOUT LICENSE,A7,29,,2018-08-31 23:14:00,2018,8,Friday,23,Part Two,SUMNER ST,42.36884343,-71.03967544,"(42.36884343, -71.03967544)"
I182070126,03002,Medical Assistance,ANIMAL CONTROL - DOG BITES - ETC.,C6,216,,2018-08-31 22:24:00,2018,8,Friday,22,Part Three,W NINTH ST,42.33450412,-71.05411735,"(42.33450412, -71.05411735)"
I182070125,03301,Verbal Disputes,VERBAL DISPUTE,B3,435,,2018-08-31 22:35:00,2018,8,Friday,22,Part Three,PEACEVALE RD,42.28716674,-71.07633479,"(42.28716674, -71.07633479)"
I182070124,00613,Larceny,LARCENY SHOPLIFTING,E5,691,,2018-08-31 22:49:00,2018,8,Friday,22,Part One,CENTRE ST,42.28747035,-71.15159840,"(42.28747035, -71.15159840)"
I182070123,00619,Larceny,LARCENY ALL OTHERS,A1,94,,2018-08-31 21:00:00,2018,8,Friday,21,Part One,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
I182070122,03016,Medical Assistance,FIREARM/WEAPON - ACCIDENTAL INJURY / DEATH,E13,657,,2018-08-31 22:20:00,2018,8,Friday,22,Part Three,CENTRE ST,42.30098889,-71.12708146,"(42.30098889, -71.12708146)"
I182070121,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,346,,2018-08-31 22:20:00,2018,8,Friday,22,Part Three,BENTHAM RD,42.30342529,-71.06311874,"(42.30342529, -71.06311874)"
I182070120,00619,Larceny,LARCENY ALL OTHERS,D4,135,,2018-08-31 15:30:00,2018,8,Friday,15,Part One,BEACON ST,42.35275712,-71.08240215,"(42.35275712, -71.08240215)"
I182070119,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,777,,2018-08-31 22:30:00,2018,8,Friday,22,Part Three,WASHINGTON ST,42.34781895,-71.14941056,"(42.34781895, -71.14941056)"
I182070118,03115,Investigate Person,INVESTIGATE PERSON,, ,,2018-08-31 21:27:00,2018,8,Friday,21,Part Three,,42.35565209,-71.06289015,"(42.35565209, -71.06289015)"
I182070117,03115,Investigate Person,INVESTIGATE PERSON,E5,549,,2018-08-31 20:21:00,2018,8,Friday,20,Part Three,GROVE ST,42.26022909,-71.15680185,"(42.26022909, -71.15680185)"
I182070116,03114,Investigate Property,INVESTIGATE PROPERTY,B2,309,,2018-08-25 00:00:00,2018,8,Saturday,0,Part Three,S CHARLAME CT,42.31939136,-71.08544157,"(42.31939136, -71.08544157)"
I182070115,03114,Investigate Property,INVESTIGATE PROPERTY,D14,793,,2017-10-11 17:43:00,2017,10,Wednesday,17,Part Three,KELTON ST,42.34650102,-71.13612792,"(42.34650102, -71.13612792)"
I182070114,03201,Property Lost,PROPERTY - LOST,, ,,2018-08-31 18:00:00,2018,8,Friday,18,Part Three,,42.36694113,-71.06056262,"(42.36694113, -71.06056262)"
I182070112,03304,Assembly or Gathering Violations,NOISY PARTY/RADIO-NO ARREST,E5,694,,2018-08-31 20:45:00,2018,8,Friday,20,Part Three,WESTOVER ST,42.29299514,-71.15769172,"(42.29299514, -71.15769172)"
I182070110,00611,Larceny,LARCENY PICK-POCKET,C11,356,,2018-08-31 19:06:00,2018,8,Friday,19,Part One,DORCHESTER AVE,42.29919694,-71.06046974,"(42.29919694, -71.06046974)"
I182070109,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E13,652,,2018-08-31 21:19:00,2018,8,Friday,21,Part Three,WASHINGTON ST,42.29941062,-71.11517471,"(42.29941062, -71.11517471)"
I182070108,02629,Harassment,HARASSMENT,D4,157,,2018-08-31 20:28:00,2018,8,Friday,20,Part Two,W NEWTON ST,42.34063708,-71.07572281,"(42.34063708, -71.07572281)"
I182070107,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D14,938,,2018-08-31 17:15:00,2018,8,Friday,17,Part One,FIDELIS WAY,42.34583760,-71.14492138,"(42.34583760, -71.14492138)"
I182070106,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,422,,2018-08-31 21:13:00,2018,8,Friday,21,Part Three,RIVER ST,42.27133005,-71.08299865,"(42.27133005, -71.08299865)"
I182070105,02900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,D14,795,,2018-08-31 19:48:00,2018,8,Friday,19,Part Two,CAMBRIDGE ST,42.35343384,-71.13786355,"(42.35343384, -71.13786355)"
I182070104,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,77,,2018-08-31 21:14:00,2018,8,Friday,21,Part Two,BOWKER ST,42.36242887,-71.06054873,"(42.36242887, -71.06054873)"
I182070102,02914,Violations,VAL - OPERATING W/O AUTHORIZATION LAWFUL,B3,415,,2018-08-31 21:36:09,2018,8,Friday,21,Part Two,CODMAN HILL AVE,42.27969129,-71.07144322,"(42.27969129, -71.07144322)"
I182070101,03115,Investigate Person,INVESTIGATE PERSON,D4,171,,2018-08-31 20:23:00,2018,8,Friday,20,Part Three,HARRISON AVE,42.33555954,-71.07436364,"(42.33555954, -71.07436364)"
I182070100,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,481,,2018-08-31 20:30:00,2018,8,Friday,20,Part Three,CUMMINS HWY,42.26857609,-71.09574826,"(42.26857609, -71.09574826)"
I182070099,00560,Other Burglary,BURGLARY - OTHER - FORCE,B3,427,,2018-08-31 18:45:00,2018,8,Friday,18,Part One,NORFOLK ST,42.27759869,-71.09136804,"(42.27759869, -71.09136804)"
I182070097,03501,Missing Person Reported,MISSING PERSON,E5,746,,2018-08-31 13:30:00,2018,8,Friday,13,Part Three,LAGRANGE ST,42.29848031,-71.17176220,"(42.29848031, -71.17176220)"
I182070095,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,297,,2018-08-31 20:23:00,2018,8,Friday,20,Part Two,DALE ST,42.32074773,-71.08179833,"(42.32074773, -71.08179833)"
I182070095,00619,Larceny,LARCENY ALL OTHERS,B2,297,,2018-08-31 20:23:00,2018,8,Friday,20,Part One,DALE ST,42.32074773,-71.08179833,"(42.32074773, -71.08179833)"
I182070094,03410,Towed,TOWED MOTOR VEHICLE,C11,817,,2018-08-31 20:01:00,2018,8,Friday,20,Part Three,DORCHESTER AVE,42.28831574,-71.06358730,"(42.28831574, -71.06358730)"
I182070093,01849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,186,,2018-08-31 19:10:00,2018,8,Friday,19,Part Two,BOSTON ST,42.32219952,-71.06110712,"(42.32219952, -71.06110712)"
I182070091,02647,Other,THREATS TO DO BODILY HARM,B2,290,,2018-08-31 20:22:00,2018,8,Friday,20,Part Two,MALCOLM X BLVD,42.33130111,-71.09333508,"(42.33130111, -71.09333508)"
I182070090,03115,Investigate Person,INVESTIGATE PERSON,D4,134,,2018-08-31 20:17:00,2018,8,Friday,20,Part Three,BOYLSTON ST,42.35037870,-71.07626098,"(42.35037870, -71.07626098)"
I182070089,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,919,,2018-08-31 20:21:00,2018,8,Friday,20,Part Three,ASHMONT ST,42.28741228,-71.05793993,"(42.28741228, -71.05793993)"
I182070088,00423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,378,,2018-08-31 20:52:00,2018,8,Friday,20,Part One,ASHMONT ST,42.28864774,-71.05397944,"(42.28864774, -71.05397944)"
I182070087,01402,Vandalism,VANDALISM,D14,802,,2018-08-31 19:15:00,2018,8,Friday,19,Part Two,BRIGHTON AVE,42.35342608,-71.13508383,"(42.35342608, -71.13508383)"
I182070086,02647,Other,THREATS TO DO BODILY HARM,B3,407,,2018-08-31 20:16:00,2018,8,Friday,20,Part Two,OLD MORTON ST,42.27294749,-71.07154272,"(42.27294749, -71.07154272)"
I182070085,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,, ,,2018-08-31 18:30:00,2018,8,Friday,18,Part Three,,42.35451684,-71.13881966,"(42.35451684, -71.13881966)"
I182070084,00361,Robbery,ROBBERY - OTHER,B2,318,,2018-08-31 19:05:00,2018,8,Friday,19,Part One,HUMBOLDT AVE,42.31024899,-71.09183930,"(42.31024899, -71.09183930)"
I182070084,02622,Other,KIDNAPPING/CUSTODIAL KIDNAPPING,B2,318,,2018-08-31 19:05:00,2018,8,Friday,19,Part Two,HUMBOLDT AVE,42.31024899,-71.09183930,"(42.31024899, -71.09183930)"
I182070084,00423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,318,,2018-08-31 19:05:00,2018,8,Friday,19,Part One,HUMBOLDT AVE,42.31024899,-71.09183930,"(42.31024899, -71.09183930)"
I182070082,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A15,900,,2018-08-31 19:50:00,2018,8,Friday,19,Part Three,STARR KING CT,42.37809471,-71.05570177,"(42.37809471, -71.05570177)"
I182070081,03114,Investigate Property,INVESTIGATE PROPERTY,C11,345,,2018-08-31 19:49:00,2018,8,Friday,19,Part Three,TOPLIFF ST,42.30284782,-71.06808985,"(42.30284782, -71.06808985)"
I182070080,03201,Property Lost,PROPERTY - LOST,A1,78,,2018-08-31 14:00:00,2018,8,Friday,14,Part Three,BLACKSTONE ST,42.36165196,-71.05630529,"(42.36165196, -71.05630529)"
I182070079,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,E5,736,,2018-08-31 20:05:00,2018,8,Friday,20,Part Three,HASTINGS ST,42.28678123,-71.15741315,"(42.28678123, -71.15741315)"
I182070078,02662,Ballistics,BALLISTICS EVIDENCE/FOUND,C11,339,,2018-08-31 19:57:00,2018,8,Friday,19,Part Two,CHURCH ST,42.30866634,-71.06198089,"(42.30866634, -71.06198089)"
I182070076,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,758,,2018-08-31 20:14:00,2018,8,Friday,20,Part Three,WASHINGTON ST,42.35042609,-71.16637332,"(42.35042609, -71.16637332)"
I182070075,02610,Other,TRESPASSING,D4,149,,2018-08-31 20:13:00,2018,8,Friday,20,Part Two,DARTMOUTH ST,42.34767067,-71.07620742,"(42.34767067, -71.07620742)"
I182070074,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,85,,2018-08-31 12:00:00,2018,8,Friday,12,Part Two,ENDICOTT ST,42.36517799,-71.05739255,"(42.36517799, -71.05739255)"
I182070073,02646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,B2,181,,2018-08-31 18:02:00,2018,8,Friday,18,Part Two,NORFOLK AVE,42.32587659,-71.07024947,"(42.32587659, -71.07024947)"
I182070072,01849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,958,,2018-08-31 19:54:00,2018,8,Friday,19,Part Two,BELLFLOWER ST,42.32445145,-71.05810680,"(42.32445145, -71.05810680)"
I182070072,03130,Search Warrants,SEARCH WARRANT,C6,958,,2018-08-31 19:54:00,2018,8,Friday,19,Part Three,BELLFLOWER ST,42.32445145,-71.05810680,"(42.32445145, -71.05810680)"
I182070070,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,716,,2018-08-31 19:30:00,2018,8,Friday,19,Part Three,GLENHAVEN RD,42.27147462,-71.16472873,"(42.27147462, -71.16472873)"
I182070068,01402,Vandalism,VANDALISM,E13,608,,2018-08-31 19:20:00,2018,8,Friday,19,Part Two,S HUNTINGTON AVE,42.32639844,-71.11152626,"(42.32639844, -71.11152626)"
I182070067,03301,Verbal Disputes,VERBAL DISPUTE,A7,4,,2018-08-31 19:25:00,2018,8,Friday,19,Part Three,BAYSWATER ST,42.38248472,-70.99982811,"(42.38248472, -70.99982811)"
I182070066,00801,Simple Assault,ASSAULT - SIMPLE,A7,23,,2018-08-31 19:11:00,2018,8,Friday,19,Part Two,BENNINGTON ST,42.37644380,-71.03474021,"(42.37644380, -71.03474021)"
I182070066,01503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",A7,23,,2018-08-31 19:11:00,2018,8,Friday,19,Part Two,BENNINGTON ST,42.37644380,-71.03474021,"(42.37644380, -71.03474021)"
I182070066,02407,Disorderly Conduct,ANNOYING AND ACCOSTING,A7,23,,2018-08-31 19:11:00,2018,8,Friday,19,Part Two,BENNINGTON ST,42.37644380,-71.03474021,"(42.37644380, -71.03474021)"
I182070066,02657,Other,VIOLATION - CITY ORDINANCE,A7,23,,2018-08-31 19:11:00,2018,8,Friday,19,Part Two,BENNINGTON ST,42.37644380,-71.03474021,"(42.37644380, -71.03474021)"
I182070065,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,D14,755,,2018-08-31 18:42:00,2018,8,Friday,18,Part Three,TREMONT ST,42.35115368,-71.17291563,"(42.35115368, -71.17291563)"
I182070064,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,771,,2018-08-30 12:00:00,2018,8,Thursday,12,Part Three,WINSHIP ST,42.34666037,-71.15209532,"(42.34666037, -71.15209532)"
I182070063,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A15,60,,2018-08-31 14:00:00,2018,8,Friday,14,Part Three,ARROW ST,42.37270654,-71.06412658,"(42.37270654, -71.06412658)"
I182070062,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,230,,2018-08-31 19:39:00,2018,8,Friday,19,Part Three,L ST,42.33353790,-71.03531827,"(42.33353790, -71.03531827)"
I182070061,01849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E5,559,,2018-08-31 19:39:00,2018,8,Friday,19,Part Two,DURNELL AVE,42.28219943,-71.13269192,"(42.28219943, -71.13269192)"
I182070060,03112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,C6,229,,2018-08-31 19:05:00,2018,8,Friday,19,Part Three,E FIFTH ST,42.33381437,-71.04284935,"(42.33381437, -71.04284935)"
I182070059,02610,Other,TRESPASSING,B2,179,,2018-08-31 18:50:00,2018,8,Friday,18,Part Two,GERARD ST,42.33176796,-71.07182739,"(42.33176796, -71.07182739)"
I182070058,03115,Investigate Person,INVESTIGATE PERSON,E18,545,,2018-08-07 19:00:00,2018,8,Tuesday,19,Part Three,GORDON AVE,42.25866047,-71.12986111,"(42.25866047, -71.12986111)"
I182070057,03114,Investigate Property,INVESTIGATE PROPERTY,C11,336,,2018-08-31 18:49:00,2018,8,Friday,18,Part Three,RICHFIELD ST,42.30597541,-71.07011898,"(42.30597541, -71.07011898)"
I182070056,03115,Investigate Person,INVESTIGATE PERSON,E18,540,,2018-08-31 18:18:00,2018,8,Friday,18,Part Three,SUNNYSIDE ST,42.25137716,-71.13295048,"(42.25137716, -71.13295048)"
I182070054,03115,Investigate Person,INVESTIGATE PERSON,B2,304,,2018-08-31 18:39:00,2018,8,Friday,18,Part Three,MARCELLA ST,42.32102023,-71.09352344,"(42.32102023, -71.09352344)"
I182070053,01402,Vandalism,VANDALISM,C11,345,,2018-08-31 09:00:00,2018,8,Friday,9,Part Two,HOMES AVE,42.30344073,-71.06674608,"(42.30344073, -71.06674608)"
I182070052,00617,Larceny,LARCENY THEFT FROM BUILDING,D14,800,,2018-08-31 18:23:00,2018,8,Friday,18,Part One,BRIGHTON AVE,42.35272466,-71.12927406,"(42.35272466, -71.12927406)"
I182070051,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,961,,2018-08-31 18:55:00,2018,8,Friday,18,Part One,SUMMER ST,42.25716913,-71.12530617,"(42.25716913, -71.12530617)"
I182070050,01849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,385,,2018-08-31 18:04:00,2018,8,Friday,18,Part Two,HALLET ST,42.28076737,-71.04736497,"(42.28076737, -71.04736497)"
I182070049,03115,Investigate Person,INVESTIGATE PERSON,B3,446,,2018-08-31 18:02:00,2018,8,Friday,18,Part Three,NORWELL ST,42.29828416,-71.07869447,"(42.29828416, -71.07869447)"
I182070048,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,620,,2018-08-31 18:08:00,2018,8,Friday,18,Part Three,BOYLSTON ST,42.34710196,-71.08841746,"(42.34710196, -71.08841746)"
I182070047,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,521,,2018-08-31 14:11:00,2018,8,Friday,14,Part Three,HYDE PARK AVE,42.25582051,-71.12411928,"(42.25582051, -71.12411928)"
I182070046,03810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING �BICYCLE - INJURY,D14,760,,2018-08-31 17:48:00,2018,8,Friday,17,Part Three,WASHINGTON ST,42.34934252,-71.16386818,"(42.34934252, -71.16386818)"
I182070045,01402,Vandalism,VANDALISM,E13,303,,2018-08-26 18:00:00,2018,8,Sunday,18,Part Two,COLUMBUS AVE,42.31898860,-71.09839980,"(42.31898860, -71.09839980)"
I182070044,01831,Drug Violation,DRUGS - SICK ASSIST - OTHER NARCOTIC,C6,177,,2018-08-31 18:14:00,2018,8,Friday,18,Part Two,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I182070043,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,444,,2018-08-31 17:50:00,2018,8,Friday,17,Part Three,BLUE HILL AVE,42.29663584,-71.08729385,"(42.29663584, -71.08729385)"
I182070042,00619,Larceny,LARCENY ALL OTHERS,C11,345,,2018-08-16 05:00:00,2018,8,Thursday,5,Part One,RIDGEWOOD ST,42.30209443,-71.06575183,"(42.30209443, -71.06575183)"
